ID,Gene,,,,,
UniProtKB:A7S8K8,Nvop92.1,,,,,
UniProtKB:A7SZI5,Nvop465,,,,,
UniProtKB:Q95P33,Ci-opsin1,,,,,
UniProtKB:Q9W7C1,SWS2,,,,,
MGI:MGI:1929473,Rgr,,,,,
MGI:MGI:99438,Opn1sw,,,,,
MGI:MGI:97914,Rho,,,,,
ZFIN:ZDB-GENE-000427-4,valopa,,,,,
ZFIN:ZDB-GENE-030716-3,tmtopsa,,,,,
Xenbase:XB-GENE-5817986,XB5817984.S [provisional:opn1sw],,,,,
MGI:MGI:1097692,Opn1mw,,,,,
UniProtKB:A0A337SC50,OPN5,,,,,
UniProtKB:F7C7B5,OPN4,,,,,
UniProtKB:A0A2I2UIW9,OPN3,,,,,
UniProtKB:F6XNY7,OPN5,,,,,
UniProtKB:Q9UW81,nop-1,,,,,
ZFIN:ZDB-GENE-041001-179,opn5,,,,,
ZFIN:ZDB-GENE-030314-2,opn4.1,,,,,
ZFIN:ZDB-GENE-080227-16,opn3,,,,,
ZFIN:ZDB-GENE-070705-526,opn4xb,,,,,
ZFIN:ZDB-GENE-141216-390,opn9,,,,,
UniProtKB:Q8JFR3,parapinopsinb,,,,,
ZFIN:ZDB-GENE-110622-1,opn4xa,,,,,
ZFIN:ZDB-GENE-080415-3,opn4b,,,,,
Xenbase:XB-GENE-1018909,opn5,,,,,
UniProtKB:A0A6I8Q0P6,opn4,,,,,
UniProtKB:A0A6I8PPY0,opn8,,,,,
UniProtKB:Q9H1Y3,OPN3,,,,,
RGD:621701,Opn4,,,,,
RGD:1594385,Opn3,,,,,
RGD:727869,Opn5,,,,,
MGI:MGI:2662912,Opn5,,,,,
MGI:MGI:1338022,Opn3,,,,,
UniProtKB:Q6U736,OPN5,,,,,
UniProtKB:G3RBA5,OPN4,,,,,
UniProtKB:G3RKG7,OPN5,,,,,
UniProtKB:W5MJ35,W5MJ35,,,,,
UniProtKB:H2Q1F0,OPN3,,,,,
UniProtKB:F7BBH4,OPN4,,,,,
UniProtKB:H2RD19,OPN5,,,,,
UniProtKB:F7DN86,OPN3,,,,,
UniProtKB:A7E8I6,SS1G_01614,,,,,
UniProtKB:F1PZ49,OPN3,,,,,
UniProtKB:C3Y4A0,op12a,,,,,
UniProtKB:C3YI20,op9,,,,,
UniProtKB:F7DU31,OPN4,,,,,
UniProtKB:F6SJH5,OPN5,,,,,
UniProtKB:Q4WAI5,AFUA_7G01430,,,,,
UniProtKB:F6VQK6,OPN3,,,,,
UniProtKB:F6RFW7,OPN5,,,,,
UniProtKB:W5NIL5,W5NIL5,,,,,
UniProtKB:W5NID2,W5NID2,,,,,
UniProtKB:W5NNM8,W5NNM8,,,,,
UniProtKB:A0A2I3SNN5,OPN4,,,,,
UniProtKB:A0A5F8H1F1,OPN5,,,,,
UniProtKB:W5N430,W5N430,,,,,
UniProtKB:E2RPZ0,OPN5,,,,,
ZFIN:ZDB-GENE-990604-41,opn1lw1,,,,,
ZFIN:ZDB-GENE-990415-271,rho,,,,,
Xenbase:XB-GENE-955013,opn1lw.L,,,,,
Xenbase:XB-GENE-955009,opn1lw,,,,,
Xenbase:XB-GENE-993056,opn1sw.L,,,,,
ZFIN:ZDB-GENE-030616-134,parapinopsinb,,,,,
ZFIN:ZDB-GENE-091118-50,tmtopsb,,,,,
UniProtKB:D6WJJ6,TcasGA2_TC013765,,,,,
UniProtKB:Q2L6A1,SWS1,,,,,
UniProtKB:E9H776,LOPB14,,,,,
UniProtKB:A0A139WJH6,TcasGA2_TC032846,,,,,
UniProtKB:P90680,BLOP,,,,,
UniProtKB:P51471,P51471,,,,,
UniProtKB:O57605,O57605,,,,,
UniProtKB:O13018,O13018,,,,,
UniProtKB:P32310,P32310,,,,,
UniProtKB:P41592,P41592,,,,,
ZFIN:ZDB-GENE-070111-2,opn4a,,,,,
Xenbase:XB-GENE-6489203,opn8.L,,,,,
UniProtKB:A0A803K5H4,opn7b,,,,,
UniProtKB:F7CHJ2,LOC100489056,,,,,
MGI:MGI:1353425,Opn4,,,,,
UniProtKB:O61303,UVOP,,,,,
Xenbase:XB-GENE-6489089,opn5.L,,,,,
Xenbase:XB-GENE-5725032,opn7b,,,,,
Xenbase:XB-GENE-5872637,opn6a,,,,,
Xenbase:XB-GENE-1018915,tmtops,,,,,
UniProtKB:A0A803JIL3,opn6a,,,,,
UniProtKB:B3XZF6,cOpn5L2,,,,,
UniProtKB:P28684,P28684,,,,,
UniProtKB:P28683,PRA1,,,,,
UniProtKB:P22329,P22329,,,,,
UniProtKB:P28682,P28682,,,,,
UniProtKB:P87368,P87368,,,,,
UniProtKB:P87367,P87367,,,,,
UniProtKB:P87366,P87366,,,,,
UniProtKB:P87365,P87365,,,,,
UniProtKB:Q5KEJ2,CNG00350,,,,,
UniProtKB:W5NIT5,W5NIT5,,,,,
UniProtKB:W5NBV9,W5NBV9,,,,,
UniProtKB:W5NBW6,W5NBW6,,,,,
UniProtKB:Q8RUT8,cop4,,,,,
UniProtKB:G1KEP8,LOC100552581,,,,,
UniProtKB:D6WDA5,TcasGA2_TC000118,,,,,
UniProtKB:E9GG41,UVOP,,,,,
UniProtKB:E9GYM4,BLOP,,,,,
UniProtKB:W5NG63,W5NG63,,,,,
UniProtKB:W5MKP9,W5MKP9,,,,,
UniProtKB:W5MB97,W5MB97,,,,,
UniProtKB:B7PJM1,8029920,,,,,
UniProtKB:F5HMY2,11175546,,,,,
UniProtKB:F5HMX8,GPROP1,,,,,
UniProtKB:O18913,OPN1LW,,,,,
UniProtKB:R9R6D2,tmtops1a,,,,,
UniProtKB:G1KWC5,LOC100555971,,,,,
UniProtKB:F7VJP6,OPN1SW,,,,,
UniProtKB:H2XX84,H2XX84,,,,,
UniProtKB:H2XQ16,H2XQ16,,,,,
UniProtKB:H2XKQ7,H2XKQ7,,,,,
UniProtKB:Q2L6A7,LWS-B,,,,,
UniProtKB:A4ZIT0,OPN1LW,,,,,
UniProtKB:H3FI94,WBGene00111547,,,,,
UniProtKB:H3FVF4,WBGene00115841,,,,,
UniProtKB:B3RP10,TRIADDRAFT_53362,,,,,
UniProtKB:B3S757,TRIADDRAFT_60048,,,,,
UniProtKB:B3S821,TRIADDRAFT_60377,,,,,
UniProtKB:B3RVW1,TRIADDRAFT_4188,,,,,
UniProtKB:B3RX94,TRIADDRAFT_56128,,,,,
UniProtKB:H2XQ43,H2XQ43,,,,,
UniProtKB:H2Y1F4,H2Y1F4,,,,,
UniProtKB:H2XP85,LOC100182483,,,,,
UniProtKB:A0A7M7PVL1,A0A7M7PVL1,,,,,
UniProtKB:A0A7M7TGF4,A0A7M7TGF4,,,,,
UniProtKB:A7T1W6,v1g221092,,,,,
UniProtKB:A0A7M7T144,A0A7M7T144,,,,,
UniProtKB:A7T351,v1g1652,,,,,
