ID,Gene,,,,,
FB:FBgn0013983,imd,,,,,
UniProtKB:F6XDH3,TCIM,,,,,
RGD:1585525,LOC684871,,,,,
ZFIN:ZDB-GENE-050320-36,tcima,,,,,
UniProtKB:F7EMS1,tcim,,,,,
UniProtKB:F1R9T4,F1R9T4,,,,,
UniProtKB:Q9NR00,TCIM,,,,,
MGI:MGI:1916318,Tcim,,,,,
UniProtKB:A0A287A355,TCIM,,,,,
UniProtKB:A0A3B3HN09,tcim,,,,,
UniProtKB:Q5E969,TCIM,,,,,
UniProtKB:E1C6H3,C8orf4,,,,,
UniProtKB:H2QW26,TCIM,,,,,
UniProtKB:A0A2I2ZAL6,TCIM,,,,,
UniProtKB:E2R282,TCIM,,,,,
UniProtKB:H9GF98,TCIM,,,,,
UniProtKB:M3WI67,TCIM,,,,,
UniProtKB:W5NN73,W5NN73,,,,,
UniProtKB:F6U5Y9,TCIM,,,,,
ZFIN:ZDB-GENE-100219-2,bcl10,,,,,
UniProtKB:A0A803JYC2,bcl10,,,,,
FB:FBgn0031561,IM33,,,,,
FB:FBgn0067903,IM18,,,,,
FB:FBgn0038465,Irc,,,,,
Xenbase:XB-GENE-948575,bcl10,,,,,
RGD:620544,Bcl10,,,,,
FB:FBgn0024224,ird10,,,,,
FB:FBgn0024221,ird6,,,,,
FB:FBgn0024220,ird8,,,,,
FB:FBgn0024219,ird9,,,,,
FB:FBgn0046845,ird21,,,,,
FB:FBgn0046844,ird24,,,,,
FB:FBgn0046843,ird25,,,,,
FB:FBgn0046842,ird26,,,,,
FB:FBgn0046841,ird27,,,,,
UniProtKB:H2PZB6,BCL10,,,,,
UniProtKB:A0A337SIT7,BCL10,,,,,
UniProtKB:W5MDS6,W5MDS6,,,,,
UniProtKB:F6RSS7,BCL10,,,,,
UniProtKB:E2RA73,BCL10,,,,,
RGD:1303081,Tyrobp,,,,,
RGD:6499724,Tcim,,,,,
ZFIN:ZDB-GENE-001106-3,nitr1i,,,,,
ZFIN:ZDB-GENE-001106-4,nitr1c,,,,,
ZFIN:ZDB-GENE-001106-5,nitr1k,,,,,
ZFIN:ZDB-GENE-001106-6,nitr2b,,,,,
ZFIN:ZDB-GENE-041001-2,nitr11b,,,,,
ZFIN:ZDB-GENE-041001-5,nitr10a,,,,,
ZFIN:ZDB-GENE-041001-6,nitr9,,,,,
ZFIN:ZDB-GENE-020225-11,nitr1d,,,,,
ZFIN:ZDB-GENE-020225-34,nitr3d,,,,,
ZFIN:ZDB-GENE-020225-40,nitr5,,,,,
ZFIN:ZDB-GENE-041001-9,nitr7a,,,,,
UniProtKB:A3KFQ2,nitr1f,,,,,
ZFIN:ZDB-GENE-020225-5,nitr1m,,,,,
ZFIN:ZDB-GENE-020225-7,nitr1l,,,,,
ZFIN:ZDB-GENE-020225-28,nitr2a,,,,,
ZFIN:ZDB-GENE-001106-8,nitr3a,,,,,
ZFIN:ZDB-GENE-001106-11,nitr4a,,,,,
ZFIN:ZDB-GENE-001106-16,nitr3b,,,,,
ZFIN:ZDB-GENE-041001-84,nitr1h,,,,,
ZFIN:ZDB-GENE-041001-83,nitr1f,,,,,
ZFIN:ZDB-GENE-041001-81,nitr2e,,,,,
ZFIN:ZDB-GENE-041001-13,nitr3c,,,,,
ZFIN:ZDB-GENE-041001-10,nitr6b,,,,,
ZFIN:ZDB-GENE-020225-4,nitr1n,,,,,
ZFIN:ZDB-GENE-020225-3,nitr1j,,,,,
ZFIN:ZDB-GENE-020225-2,nitr1o,,,,,
ZFIN:ZDB-GENE-020225-42,nitr6a,,,,,
ZFIN:ZDB-GENE-041001-8,nitr7b,,,,,
ZFIN:ZDB-GENE-041001-7,nitr8,,,,,
ZFIN:ZDB-GENE-070108-3,nitr14a,,,,,
FB:FBgn0030051,spirit,,,,,
ZFIN:ZDB-GENE-041001-1,nitr12,,,,,
ZFIN:ZDB-GENE-070108-4,nitr14b,,,,,
ZFIN:ZDB-GENE-070108-2,nitr13,,,,,
ZFIN:ZDB-GENE-061130-2,tyrobp,,,,,
UniProtKB:F1QRI0,nitr1i,,,,,
ZFIN:ZDB-GENE-020225-16,nitr1b,,,,,
ZFIN:ZDB-GENE-020225-15,nitr1a,,,,,
AGI_LocusCode:AT1G33970,IAN9,,,,,
AGI_LocusCode:AT4G09950,IAN13,,,,,
AGI_LocusCode:AT4G09940,IAN12,,,,,
UniProtKB:A0A803J6E2,tyrobp,,,,,
UniProtKB:A0A1S4HCM5,A0A1S4HCM5,,,,,
AGI_LocusCode:AT1G33960,AIG1,,,,,
AGI_LocusCode:AT1G33950,IAN7,,,,,
AGI_LocusCode:AT1G33930,IAN6,,,,,
AGI_LocusCode:AT1G33910,IAN5,,,,,
AGI_LocusCode:AT1G33900,IAN4,,,,,
AGI_LocusCode:AT1G33890,IAN3,,,,,
AGI_LocusCode:AT1G33880,IAN2,,,,,
AGI_LocusCode:AT1G33830,IAN1,,,,,
AGI_LocusCode:AT4G09930,IAN11,,,,,
FB:FBgn0260935,Vps15,,,,,
FB:FBgn0025583,BomS2,,,,,
UniProtKB:A3KFQ1,nitr1d_5,,,,,
UniProtKB:A3KFQ8,nitr1l_3,,,,,
ZFIN:ZDB-GENE-050311-5,illr4,,,,,
ZFIN:ZDB-GENE-050311-4,illr3,,,,,
ZFIN:ZDB-GENE-050311-2,illr1,,,,,
ZFIN:ZDB-GENE-040219-3,myd88,,,,,
Xenbase:XB-GENE-6485656,bcl10.S,,,,,
Xenbase:XB-GENE-17341639,bcl10.L,,,,,
UniProtKB:O95786,RIGI,,,,,
RGD:735043,Myd88,,,,,
MGI:MGI:5825552,Israa,,,,,
UniProtKB:Q9GLV6,RIGI,,,,,
ZFIN:ZDB-GENE-050311-3,illr2,,,,,
Xenbase:XB-GENE-6252727,tyrobp.S,,,,,
UniProtKB:A0A251SD56,HannXRQ_Chr14g0427441,,,,,
FB:FBgn0288447,BaraA2,,,,,
FB:FBgn0040653,Dso1,,,,,
ZFIN:ZDB-GENE-120409-1,gig2i,,,,,
FB:FBgn0067905,Dso2,,,,,
MGI:MGI:88216,Btk,,,,,
UniProtKB:A0A1S4H136,A0A1S4H136,,,,,
FB:FBgn0034329,BomS1,,,,,
FB:FBgn0034328,BomBc1,,,,,
AGI_LocusCode:AT2G26820,PP2-A3,,,,,
FB:FBgn0040736,BomS3,,,,,
FB:FBgn0243511,psidin,,,,,
FB:FBgn0010388,Dro,,,,,
ZFIN:ZDB-GENE-090311-31,tcirg1a,,,,,
ZFIN:ZDB-GENE-040426-2022,tcirg1b,,,,,
RGD:735136,Tcirg1,,,,,
MGI:MGI:1350931,Tcirg1,,,,,
Xenbase:XB-GENE-5721917,tcirg1,,,,,
Xenbase:XB-GENE-6486940,tcirg1.L,,,,,
UniProtKB:A0A8I3NAG0,TCIM,,,,,
FB:FBgn0283461,Drs,,,,,
FB:FBgn0287423,Nplp2,,,,,
FB:FBgn0041579,AttC,,,,,
FB:FBgn0261592,RpS6,,,,,
FB:FBgn0024222,IKKbeta,,,,,
FB:FBgn0035976,PGRP-LC,,,,,
FB:FBgn0014018,Rel,,,,,
FB:FBgn0262579,Sarm,,,,,
FB:FBgn0014865,Mtk,,,,,
UniProtKB:P08814,PTMS,,,,,
UniProtKB:F7E7R3,XCR1,,,,,
UniProtKB:F7DTL3,CXCR5,,,,,
UniProtKB:F7DMA5,CCR4,,,,,
UniProtKB:E2QZY3,ACKR4,,,,,
UniProtKB:E2RG11,CCR10,,,,,
UniProtKB:F7DZF1,XCR1,,,,,
UniProtKB:F6VNE0,ACKR4,,,,,
UniProtKB:E2RI39,ACKR2,,,,,
UniProtKB:F6PTF7,CX3CR1,,,,,
UniProtKB:G3QQ28,CXCR6,,,,,
UniProtKB:F7BE29,CCR4,,,,,
UniProtKB:G3QTG2,CCR8,,,,,
UniProtKB:H2QJP1,ACKR3,,,,,
UniProtKB:F7G1H1,IFI44L,,,,,
UniProtKB:G3RCT4,IFI44L,,,,,
UniProtKB:A0A3B3H5K3,A0A3B3H5K3,,,,,
UniProtKB:A0A3B3H7U7,LOC110014944,,,,,
UniProtKB:G3RXD0,G3RXD0,,,,,
UniProtKB:A0A2I2U9Q0,CCR9,,,,,
UniProtKB:A0A2I2U8A0,ACKR2,,,,,
UniProtKB:F6X7J9,CXCR6,,,,,
UniProtKB:F6X8W5,ACKR4,,,,,
UniProtKB:M3W6K1,CXCR6,,,,,
UniProtKB:W5N294,W5N294,,,,,
UniProtKB:A0A5F8GDU7,A0A5F8GDU7,,,,,
UniProtKB:W5LVH1,W5LVH1,,,,,
UniProtKB:W5LXM4,W5LXM4,,,,,
UniProtKB:W5LY32,W5LY32,,,,,
UniProtKB:W5LXW0,W5LXW0,,,,,
UniProtKB:W5MBT5,W5MBT5,,,,,
UniProtKB:Q0A456,NA,,,,,
UniProtKB:A0A286Y8E8,si:dkey-79f11.10,,,,,
UniProtKB:F1QYD6,ccr11.1,,,,,
UniProtKB:F1QTY3,LOC101887081,,,,,
ZFIN:ZDB-GENE-131127-183,ifi44e,,,,,
UniProtKB:E7FFF2,cabz01093075.1,,,,,
UniProtKB:R4GEF9,LOC103909973,,,,,
UniProtKB:E7FD01,xcr1b.1,,,,,
UniProtKB:E7FC87,xcr1b.2,,,,,
UniProtKB:A0A2R8PYR8,ackr3a,,,,,
UniProtKB:F6WFJ0,F6WFJ0,,,,,
UniProtKB:A0A6I8SIY6,LOC100491716,,,,,
UniProtKB:A0A6I8PU69,A0A6I8PU69,,,,,
UniProtKB:A0A803JSF1,cxcr5,,,,,
UniProtKB:E7F0X5,LOC100538089,,,,,
UniProtKB:Q9UBP8,KAAG1,,,,,
UniProtKB:A0A8P0SEM7,LY86,,,,,
UniProtKB:A0A287ANQ8,A0A287ANQ8,,,,,
UniProtKB:A0A8P0T5J0,LOC102156778,,,,,
UniProtKB:A0A8I3PC60,LOC102156778,,,,,
UniProtKB:Q702H5,CCXCR1-L,,,,,
UniProtKB:F1NMB1,CCR9,,,,,
UniProtKB:A0A1L1RYE4,PGR2/3,,,,,
UniProtKB:A0A1D5PED0,CCR4,,,,,
UniProtKB:A0A1D5PZ18,ACKR4,,,,,
UniProtKB:A0A8I3P4W3,LY86,,,,,
UniProtKB:I3LEF9,I3LEF9,,,,,
UniProtKB:A0A5G2RI39,A0A5G2RI39,,,,,
UniProtKB:A0A286ZIU8,LOC110259262,,,,,
UniProtKB:F1R223,LOC795887,,,,,
ZFIN:ZDB-GENE-030131-9247,cfp,,,,,
UniProtKB:F1QMQ4,rxfp3.3a2,,,,,
UniProtKB:F1QQH4,rxfp3.3a1,,,,,
UniProtKB:F1R2U7,cxcr5,,,,,
UniProtKB:A0A6I8SSD8,ccr2,,,,,
UniProtKB:A0A6I8QSK4,ccr6,,,,,
UniProtKB:A0A6I8R4J8,LOC105946838,,,,,
UniProtKB:F6XN13,ccr2,,,,,
UniProtKB:A0A6I8QGX8,LOC108648947,,,,,
UniProtKB:F7BZS3,rxfp3,,,,,
UniProtKB:F6ZGF2,cxcr3,,,,,
UniProtKB:A0A6I8R617,A0A6I8R617,,,,,
UniProtKB:A0A3B3HNE4,A0A3B3HNE4,,,,,
UniProtKB:H9GQ56,H9GQ56,,,,,
UniProtKB:H9GBK3,H9GBK3,,,,,
UniProtKB:G3SIC0,CXCR3,,,,,
UniProtKB:G7MJR9,ACKR4,,,,,
UniProtKB:G3SKU7,RXFP4,,,,,
UniProtKB:G3RDW5,CXCR5,,,,,
UniProtKB:G3RCU3,IFI44,,,,,
UniProtKB:G3RC17,CCR4,,,,,
UniProtKB:G3S0Y6,XCR1,,,,,
UniProtKB:A0A3Q1M921,LOC618541,,,,,
UniProtKB:A0A3Q1M5C8,A0A3Q1M5C8,,,,,
UniProtKB:A0A3Q1NFR9,IL32,,,,,
